id,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_index,cons_conf_index,lending_rate3m,nr_employed,subscribe
11927,29,1,1,6,1,2,1,0,8,5,304,1,963,0,0,1.4,90.26,-36.67,5.04,5092.16,0.0
11928,31,9,1,0,1,1,1,0,5,4,4556,1,860,2,1,-1.8,92.33,-50.02,0.85,4911.84,1.0
11929,42,1,1,5,1,2,1,0,5,4,367,1,970,0,0,-1.8,97.16,-45.73,1.26,4849.24,0.0
11930,25,1,1,6,1,2,2,0,7,3,33,1,226,5,2,1.4,88.83,-36.01,5.12,4950.35,0.0
11931,30,7,1,5,1,1,1,1,10,4,169,1,1032,0,0,-3.4,94.0,-26.87,0.73,4866.97,0.0
11932,37,11,2,3,1,2,1,0,11,2,2183,0,290,4,1,-0.1,92.17,-47.33,4.24,5032.15,0.0
11933,33,1,2,6,1,2,1,1,6,5,753,2,87,6,0,1.4,94.7,-30.32,3.27,4894.31,0.0
11934,43,10,2,5,1,2,2,0,10,1,2950,2,443,1,2,-1.1,92.78,-47.93,4.89,4858.22,0.0
11935,43,2,3,3,1,1,1,1,5,1,375,0,1043,0,0,1.1,97.0,-37.52,4.82,4988.55,0.0
11936,46,0,2,0,0,2,2,1,6,2,1266,5,111,6,2,1.4,91.66,-32.77,2.61,4726.9,0.0
11937,29,8,1,5,1,2,1,0,5,4,40,1,1021,0,0,-1.8,95.95,-47.07,1.22,5099.1,0.0
11938,28,10,1,4,1,1,1,0,5,2,4419,1,80,1,0,-1.8,94.54,-48.3,0.76,5064.84,0.0
11939,43,5,2,6,1,1,1,0,5,4,919,1,322,1,2,-1.8,98.37,-37.64,3.39,4894.7,1.0
11940,38,10,3,5,1,2,1,0,8,1,174,2,975,0,0,1.4,95.96,-37.86,5.08,5034.66,0.0
11941,53,1,3,2,1,2,1,1,6,2,208,25,1003,1,1,-1.8,92.14,-44.98,1.4,5027.71,0.0
11942,39,2,2,4,1,2,1,0,4,4,3011,0,833,6,0,-1.8,91.45,-50.71,1.27,5055.88,0.0
11943,35,2,1,4,0,1,1,1,6,1,429,2,1045,0,0,1.4,93.33,-42.84,5.2,5290.83,0.0
11944,44,0,2,5,0,2,1,0,8,2,142,0,1040,0,0,1.4,94.37,-36.1,5.12,5254.24,0.0
11945,34,1,2,5,1,2,1,1,5,4,789,1,1029,0,0,1.1,97.65,-36.1,4.85,4993.74,0.0
11946,35,8,2,5,1,2,2,1,5,3,2137,0,142,1,2,1.1,91.02,-37.01,4.37,5298.8,0.0
11947,31,2,2,3,0,1,1,1,5,4,4138,0,776,0,0,1.1,92.0,-29.35,1.81,5207.32,0.0
11948,30,1,1,6,1,2,1,0,8,2,2007,1,872,5,2,1.4,94.42,-34.98,2.03,5203.31,0.0
11949,37,8,1,5,1,1,2,0,7,2,92,1,983,0,0,1.4,89.59,-44.15,5.11,5154.9,0.0
11950,61,1,2,5,1,1,2,1,5,1,86,1,952,0,0,-1.8,89.17,-45.78,1.32,5185.78,0.0
11951,46,1,3,6,1,2,1,1,5,1,766,2,715,5,0,1.1,97.16,-27.61,3.76,5081.64,0.0
11952,45,2,2,2,0,2,1,1,5,4,445,1,1017,0,0,1.1,95.3,-37.27,4.97,5045.65,0.0
11953,34,1,3,5,1,1,1,0,11,2,2578,2,519,2,1,-3.4,87.71,-27.08,4.21,4838.63,0.0
11954,41,10,2,7,1,1,1,0,8,2,260,0,981,0,0,1.4,92.88,-36.13,5.13,5473.82,0.0
11955,27,7,2,5,1,1,1,1,6,1,240,5,1011,0,0,1.4,91.34,-41.13,4.84,5463.36,0.0
11956,42,2,1,3,0,1,1,0,7,3,90,0,1013,0,0,1.4,95.51,-43.42,4.98,5238.55,0.0
11957,33,1,1,6,1,2,2,0,8,4,4033,2,3,2,0,1.4,90.15,-44.94,1.42,5037.08,0.0
11958,47,1,1,6,1,2,2,0,5,1,3736,1,634,0,0,-1.8,91.53,-41.62,2.22,4911.27,0.0
11959,59,2,3,7,1,1,1,1,5,3,105,1,1014,0,0,1.1,97.65,-36.72,4.82,5009.31,0.0
11960,42,2,2,4,0,2,1,1,6,1,262,1,978,0,0,1.4,95.5,-43.22,4.8,5071.25,0.0
11961,36,8,3,7,0,1,1,1,5,3,177,1,957,0,0,1.1,96.24,-35.3,4.96,5019.69,0.0
11962,27,2,2,2,1,2,1,0,5,2,86,2,6,1,2,-1.8,89.82,-45.55,1.31,4849.24,0.0
11963,37,2,3,4,1,1,2,0,7,5,677,1,1025,0,0,1.4,89.5,-40.94,4.94,5008.51,0.0
11964,39,10,2,6,0,1,1,1,5,4,5096,1,384,4,0,1.1,90.9,-40.64,3.24,5358.82,0.0
11965,26,10,2,5,1,1,1,1,6,2,1403,5,307,3,2,1.4,98.12,-40.31,4.68,5429.85,0.0
11966,39,1,2,4,1,1,1,1,5,5,2323,1,376,1,1,1.1,92.31,-46.17,4.51,5143.47,0.0
11967,36,1,2,6,1,1,1,0,5,2,983,3,705,6,2,-1.8,97.31,-43.89,4.4,5295.38,1.0
11968,34,2,2,4,1,1,1,1,5,2,99,2,1041,0,0,1.1,97.65,-35.52,4.95,5372.68,0.0
11969,30,8,1,6,1,2,1,0,7,1,69,9,983,0,0,1.4,94.1,-40.94,4.74,4992.83,0.0
11970,48,4,2,2,1,1,1,0,11,2,956,1,1038,2,2,-0.1,92.94,-29.44,4.7,5139.33,0.0
11971,54,6,2,2,1,2,1,1,8,1,3028,1,126,2,0,1.4,95.98,-36.62,3.76,5263.45,0.0
11972,30,10,1,7,1,2,1,0,8,3,1963,2,275,5,0,1.4,94.43,-45.45,2.58,4939.3,0.0
11973,30,2,2,4,1,2,2,0,7,1,1790,3,760,5,0,1.4,90.84,-51.7,0.68,4936.67,0.0
11974,55,2,3,2,0,2,2,0,7,4,427,1,270,6,0,1.4,88.46,-32.65,4.99,4972.6,0.0
11975,38,1,3,5,1,1,1,1,5,5,474,0,614,0,2,1.1,89.42,-46.34,4.05,5218.55,0.0
11976,47,2,2,0,1,2,2,0,8,2,602,1,987,0,0,-2.9,89.71,-29.86,0.88,5319.85,1.0
11977,43,2,2,2,0,1,2,1,6,5,3089,0,311,0,0,1.4,97.1,-37.96,4.54,4855.59,0.0
11978,40,2,2,2,1,2,1,1,11,4,133,3,1041,0,0,-0.1,90.03,-40.4,3.87,5065.9,0.0
11979,30,1,2,5,1,1,1,0,8,1,131,1,965,0,0,1.4,95.03,-37.11,4.9,5431.99,0.0
11980,44,2,2,3,1,2,1,0,11,5,10,4,964,0,0,-0.1,94.41,-41.07,4.02,5169.82,0.0
11981,35,1,2,5,1,1,1,1,5,4,2809,2,562,1,2,1.1,89.39,-45.91,2.25,5157.72,0.0
11982,46,10,1,6,1,2,1,0,8,3,745,2,996,0,0,1.4,94.65,-37.76,4.98,5301.29,1.0
11983,52,9,3,7,1,1,0,1,8,5,169,36,1025,0,0,-1.8,91.58,-46.39,1.47,5175.58,0.0
11984,49,2,2,4,1,1,1,0,11,1,3853,1,818,2,1,-0.1,96.19,-32.05,2.33,5297.41,0.0
11985,53,6,2,2,0,2,1,0,8,3,1014,1,375,5,1,1.4,95.77,-43.14,3.25,5104.28,0.0
11986,43,1,2,5,1,2,1,1,5,5,43,4,957,0,0,1.1,94.93,-38.11,4.91,5274.05,0.0
11987,42,2,2,3,1,1,1,0,8,1,2483,1,443,1,0,1.4,92.12,-47.94,3.42,5231.69,0.0
11988,51,1,3,6,0,1,1,0,8,3,3665,1,579,0,2,1.4,98.2,-43.87,2.63,4987.62,0.0
11989,34,1,2,6,1,1,1,1,6,5,1008,7,89,1,1,1.4,89.06,-51.56,2.52,5183.45,0.0
11990,39,5,1,6,1,1,1,0,7,3,4314,17,882,1,2,1.4,89.94,-48.07,4.61,4964.26,0.0
11991,34,5,2,6,1,2,1,0,11,3,135,2,974,0,0,-0.1,89.65,-42.58,4.12,5315.3,0.0
11992,50,2,3,2,0,1,1,0,7,4,161,5,1046,0,0,1.4,90.06,-42.31,4.76,5118.3,0.0
11993,53,10,2,6,0,1,1,0,8,5,4032,1,551,4,0,1.4,93.93,-31.77,3.71,4917.38,0.0
11994,29,1,1,6,1,1,1,0,8,5,59,2,985,0,0,1.4,92.6,-34.83,4.81,5316.97,0.0
11995,35,11,1,6,1,1,1,0,11,4,212,2,987,0,0,-0.1,93.75,-39.98,4.1,5419.21,0.0
11996,39,1,2,6,1,2,1,0,8,1,119,2,1023,0,0,1.4,94.37,-35.59,5.13,5034.66,0.0
11997,30,10,3,5,1,1,1,0,8,5,102,4,1039,0,0,1.4,93.63,-34.47,5.11,5395.39,0.0
11998,51,2,2,2,1,1,1,1,6,4,3555,0,616,3,1,1.4,93.44,-35.23,2.64,5146.65,0.0
11999,35,2,2,4,1,1,1,1,5,4,129,2,1010,0,0,1.1,98.5,-35.81,4.71,4967.78,0.0
12000,34,2,2,4,1,2,1,0,5,1,237,1,1022,0,0,-1.8,93.45,-46.8,1.27,5032.81,0.0
12001,50,1,2,5,1,2,1,0,8,2,124,8,992,0,0,1.4,95.59,-35.3,5.18,5390.17,0.0
12002,33,1,3,6,1,1,1,0,11,2,33,0,1011,0,0,-0.1,90.21,-42.16,4.2,5247.75,0.0
12003,35,10,3,7,1,1,1,0,4,5,178,0,953,0,0,-1.8,90.65,-46.91,1.45,4976.72,0.0
12004,43,1,3,6,1,2,1,1,5,3,172,3,949,0,0,1.1,91.73,-34.98,4.7,5310.39,0.0
12005,50,10,3,6,1,2,1,0,5,3,281,1,568,0,0,-1.8,97.77,-31.39,2.2,4909.7,0.0
12006,29,2,2,4,1,2,1,0,5,1,166,0,1020,0,0,-1.8,89.27,-44.07,1.27,5088.9,0.0
12007,58,6,2,2,0,2,1,0,4,5,163,1,723,3,0,-1.8,94.67,-46.13,2.25,5369.35,1.0
12008,28,10,1,6,1,2,1,0,7,3,4321,6,161,4,2,1.4,98.12,-41.13,3.67,4777.9,0.0
12009,32,8,0,7,2,0,0,1,3,1,14,49,970,0,0,1.4,91.06,-40.67,4.78,4971.92,0.0
12010,38,1,2,5,1,2,1,0,5,4,109,4,1006,0,0,-1.8,96.6,-44.76,1.32,5267.37,0.0
12011,53,6,2,2,1,1,1,0,3,3,975,2,81,2,0,-1.8,97.02,-35.69,4.74,5169.79,0.0
12012,39,10,2,7,0,2,1,0,11,3,145,1,954,1,1,-0.1,96.36,-42.04,3.91,5149.03,0.0
12013,40,1,2,5,1,2,1,0,7,5,214,1,992,0,0,1.4,95.7,-42.52,4.79,5149.67,0.0
12014,21,9,1,5,1,2,1,0,10,2,4228,1,642,3,1,-3.4,89.74,-42.0,1.98,5052.32,1.0
12015,69,4,3,2,1,1,2,1,7,4,101,48,995,0,0,1.4,96.16,-43.84,4.88,5353.57,1.0
12016,32,10,1,7,1,1,1,0,8,1,1045,2,796,1,2,1.4,89.6,-38.32,3.1,5167.97,0.0
12017,53,5,3,6,1,1,1,1,5,3,1187,2,297,0,1,1.1,94.01,-29.88,1.47,5178.76,0.0
12018,45,1,1,6,1,1,1,0,11,1,2866,0,606,3,0,-0.1,90.19,-39.22,2.78,5000.52,0.0
12019,36,2,2,0,1,1,1,0,5,4,1191,4,629,4,2,-1.8,95.88,-37.2,1.09,5205.03,0.0
12020,56,6,2,2,0,1,1,0,7,1,2504,4,9,2,2,1.4,97.54,-27.82,4.37,5068.08,0.0
12021,36,10,2,7,1,1,1,0,8,2,1757,0,381,2,2,1.4,93.05,-35.16,3.42,5216.41,0.0
12022,33,10,3,7,1,2,1,0,4,3,138,1,986,0,0,-1.8,94.65,-48.46,1.34,5185.78,0.0
12023,43,2,3,5,1,2,1,1,6,3,340,1,966,0,0,1.4,97.39,-41.92,5.12,5275.15,0.0
12024,32,4,2,3,1,1,1,0,8,4,3746,1,584,3,1,1.4,95.66,-27.16,1.21,5378.14,0.0
12025,38,1,1,5,1,1,1,1,5,4,202,1,491,1,1,-1.8,91.03,-47.01,4.58,5199.84,0.0
12026,43,1,1,7,1,1,1,0,4,2,259,1,1036,0,0,-1.8,96.61,-48.88,1.41,5032.81,0.0
12027,40,2,2,2,0,1,1,1,5,1,342,6,960,0,0,1.1,94.18,-35.89,4.97,5040.46,0.0
12028,32,2,1,4,1,2,1,0,7,2,2710,2,142,3,1,1.4,90.13,-36.66,1.71,5010.97,0.0
12029,33,3,2,6,1,2,1,0,8,1,58,7,1036,0,0,1.4,97.36,-36.49,4.86,5348.34,0.0
12030,29,2,2,3,0,2,1,0,5,3,3903,0,861,0,0,-1.8,90.49,-29.42,3.19,5247.38,0.0
12031,29,2,2,4,1,1,1,0,5,3,3956,1,194,3,1,-1.8,92.97,-27.45,4.82,5007.13,0.0
12032,29,1,1,6,1,2,1,0,11,5,24,4,1037,0,0,-0.1,95.53,-40.69,3.9,5325.69,0.0
12033,33,1,1,6,1,1,2,0,11,4,242,1,1017,1,1,-0.1,89.19,-43.8,4.23,5159.42,0.0
12034,27,1,2,4,1,1,1,1,6,3,151,0,1046,0,0,1.4,96.63,-40.71,4.89,5463.36,0.0
12035,21,2,1,0,0,0,0,0,7,1,47,2,1007,0,0,1.4,96.07,-43.63,4.71,5311.74,0.0
12036,42,1,1,6,1,1,2,1,6,4,117,0,1016,0,0,1.4,93.42,-43.89,4.82,4977.15,0.0
12037,30,5,1,6,1,1,1,0,6,1,4102,2,539,4,1,-2.9,88.75,-49.17,2.97,4966.27,1.0
12038,52,1,3,5,1,1,1,1,6,1,24,4,1035,0,0,1.4,91.53,-41.04,4.74,5175.81,0.0
12039,34,2,1,4,1,1,1,0,5,1,271,1,220,5,2,-1.8,89.67,-51.22,1.39,4825.17,0.0
12040,43,8,3,6,1,0,0,0,11,2,263,0,976,1,1,-1.1,97.04,-51.56,1.06,4933.81,1.0
12041,44,8,2,5,0,1,1,0,7,2,452,1,222,1,0,1.4,94.63,-42.18,3.42,5045.88,0.0
12042,50,4,2,2,0,1,1,1,5,3,3878,1,644,2,0,1.1,96.96,-40.84,2.3,5343.01,0.0
12043,42,1,2,5,0,1,1,0,8,5,3212,7,285,1,1,1.4,88.33,-37.75,2.81,4983.87,0.0
12044,32,1,2,6,1,2,1,0,8,3,1858,0,1040,0,0,1.4,91.29,-34.9,5.2,5191.5,1.0
12045,38,9,2,0,1,2,1,0,7,1,106,17,1048,0,0,1.4,96.35,-40.69,4.76,5013.74,0.0
12046,29,8,1,5,1,1,1,0,11,5,662,1,971,0,0,-0.1,93.1,-40.9,3.98,5226.97,1.0
12047,30,10,1,6,1,2,2,0,7,3,50,0,472,1,2,1.4,91.61,-29.17,4.2,5205.66,0.0
12048,36,1,2,6,1,1,1,0,8,4,143,1,984,1,1,-2.9,96.16,-32.84,0.83,4862.99,0.0
12049,37,2,2,3,1,2,1,1,6,4,4748,0,473,5,1,1.4,96.85,-40.67,3.36,5110.39,0.0
12050,30,7,1,6,1,2,1,0,4,4,215,1,983,0,0,-1.8,90.74,-48.51,1.41,5226.57,1.0
12051,41,8,2,6,1,1,1,0,12,3,180,0,5,1,2,-3.0,95.95,-34.15,0.74,4867.77,1.0
12052,26,8,1,5,1,1,1,0,7,1,66,2,957,0,0,1.4,90.63,-42.78,4.76,5071.25,0.0
12053,35,7,1,6,1,1,1,0,7,3,3452,1,201,3,1,1.4,98.62,-38.77,3.09,5035.64,0.0
12054,46,3,2,0,1,1,1,1,6,3,46,16,996,0,0,1.4,93.04,-40.5,5.02,5322.2,0.0
12055,51,5,1,6,1,1,1,0,7,4,184,1,1013,0,0,1.4,93.63,-43.46,4.79,5228.1,0.0
12056,50,1,2,6,1,1,1,0,11,4,372,1,964,0,0,-0.1,93.66,-42.25,4.02,5419.21,0.0
12057,41,11,2,7,1,1,1,1,6,2,39,4,1019,0,0,1.4,92.19,-39.87,4.96,5086.94,0.0
12058,45,2,1,2,0,1,1,0,11,3,601,0,1045,1,1,-0.1,89.84,-42.46,4.01,5440.0,0.0
12059,45,2,2,2,0,1,2,1,6,2,546,1,914,4,2,1.4,92.58,-37.23,4.47,4906.45,0.0
12060,52,10,2,7,1,2,1,0,8,1,224,3,980,0,0,1.4,95.78,-34.8,5.16,5222.87,0.0
12061,26,2,1,3,1,2,2,1,6,3,3525,2,400,0,2,1.4,89.26,-29.85,1.9,4846.48,0.0
12062,37,10,2,6,1,2,1,0,6,1,184,0,2,5,2,-1.7,90.57,-40.51,0.69,4926.7,1.0
12063,58,6,3,2,1,2,1,0,7,2,585,1,1046,0,0,1.4,95.32,-43.63,5.19,5395.39,1.0
12064,61,6,2,6,1,2,1,0,4,1,143,0,1034,0,0,-1.8,97.44,-47.71,1.43,4879.83,0.0
12065,37,1,2,5,1,1,1,0,5,4,184,1,1039,0,0,-1.8,89.27,-45.09,1.38,5277.56,0.0
12066,26,10,1,7,1,1,1,0,5,4,267,0,11,1,2,-1.8,96.98,-45.83,1.32,5155.19,0.0
12067,36,2,2,4,1,2,1,0,5,2,1444,3,486,6,1,-1.8,93.93,-45.76,1.31,5123.93,0.0
12068,32,10,3,6,1,2,1,0,8,4,2356,2,167,3,0,1.4,96.45,-28.37,3.16,5464.91,0.0
12069,39,2,3,4,0,1,1,1,6,1,306,3,1046,0,0,1.4,93.14,-40.37,4.92,5348.34,0.0
12070,50,1,2,5,0,1,1,0,5,5,121,1,960,0,0,-1.8,91.31,-47.95,1.28,4946.12,0.0
12071,34,1,2,6,1,2,2,1,5,2,138,2,958,0,0,1.1,93.71,-38.07,4.88,5429.78,0.0
12072,37,10,3,7,1,2,2,0,8,1,4487,2,313,0,1,1.4,95.14,-44.7,5.16,5118.05,0.0
12073,38,2,2,2,1,1,2,0,5,5,268,0,1007,0,0,-1.8,91.96,-44.95,1.31,5165.38,0.0
12074,28,9,1,6,0,1,1,1,6,2,5030,4,135,0,2,1.4,94.44,-34.96,3.61,5090.59,0.0
12075,46,7,2,6,1,2,1,0,8,2,29,13,996,0,0,1.4,98.02,-36.31,4.74,5013.74,0.0
12076,37,2,2,4,0,2,1,0,7,3,307,1,971,0,0,1.4,94.95,-41.16,5.06,5186.27,0.0
12077,30,10,1,6,1,1,1,0,8,3,2681,0,275,6,0,1.4,97.88,-47.95,4.77,4932.38,0.0
12078,35,2,2,3,1,2,2,0,5,2,335,2,1042,0,0,-1.8,90.38,-48.46,1.36,5221.47,0.0
12079,28,9,1,5,1,2,2,1,6,3,583,6,1011,0,0,1.4,91.44,-42.0,5.01,5170.59,0.0
12080,38,11,2,6,1,2,1,1,5,5,352,2,987,0,0,-1.8,93.17,-45.32,1.28,4864.54,0.0
12081,46,3,2,5,1,1,2,1,5,5,232,4,967,0,0,1.1,98.5,-36.54,4.74,5159.85,0.0
12082,42,11,2,4,1,1,2,0,4,1,3211,0,61,3,1,-1.8,96.0,-29.51,4.16,5400.57,0.0
12083,38,2,2,3,0,2,1,0,7,3,287,0,1025,0,0,1.4,93.73,-44.66,4.74,5139.22,0.0
12084,52,1,3,6,1,2,2,0,11,2,189,0,1025,0,0,-0.1,91.98,-41.16,4.21,5003.55,0.0
12085,36,7,1,6,1,0,0,1,5,2,3589,2,223,0,1,1.1,96.54,-47.3,4.76,5074.03,0.0
12086,32,2,2,4,1,2,2,0,7,1,1863,2,791,6,0,1.4,91.2,-34.36,1.56,5005.02,0.0
12087,45,1,2,0,1,1,1,1,5,2,79,1,1034,0,0,1.1,95.96,-35.92,5.07,5061.22,0.0
12088,56,6,2,4,0,2,2,1,5,1,521,0,201,4,0,1.1,90.0,-37.57,1.92,5271.98,0.0
12089,61,6,2,6,1,1,1,0,9,4,3768,2,829,2,2,-1.1,89.17,-46.74,3.44,5170.89,1.0
12090,50,5,2,6,1,2,1,0,4,5,477,1,142,3,1,-1.8,89.37,-45.94,1.33,5369.01,0.0
12091,39,2,3,4,1,2,1,1,5,5,108,2,1017,0,0,1.1,98.41,-37.01,5.1,5071.6,0.0
12092,58,2,2,4,1,2,1,0,11,4,370,1,1039,0,0,-0.1,92.17,-41.11,3.91,5450.39,0.0
12093,57,1,2,5,1,2,1,0,3,3,108,1,1042,1,1,-1.8,93.18,-35.04,0.66,5209.04,1.0
12094,50,0,2,2,1,1,1,1,5,4,150,1,988,0,0,1.1,95.3,-34.87,4.8,5035.26,0.0
12095,30,2,1,7,1,1,1,0,7,2,2334,8,611,3,2,1.4,95.13,-36.96,2.7,5404.46,0.0
12096,39,2,2,4,0,2,1,0,4,3,2588,3,75,0,2,-1.8,90.61,-40.8,4.74,4880.89,0.0
12097,44,5,2,6,1,2,1,0,11,3,3666,2,721,2,0,-0.1,90.31,-36.66,3.47,4969.26,0.0
12098,39,2,2,7,0,2,1,1,5,3,128,3,998,0,0,1.1,97.47,-35.38,4.93,4988.55,0.0
12099,35,1,2,7,1,1,2,1,3,4,361,1,974,1,1,-1.8,97.38,-33.33,0.66,4838.4,0.0
12100,26,10,2,7,1,1,1,0,7,4,446,0,963,0,0,1.4,94.29,-43.38,5.01,5395.39,0.0
12101,40,8,3,5,1,2,2,1,5,3,3802,1,382,0,0,1.1,97.35,-41.14,5.01,5106.31,0.0
12102,22,2,1,4,1,2,1,0,7,1,76,3,1017,0,0,1.4,92.32,-43.89,5.17,5139.22,0.0
12103,52,5,2,6,1,1,1,0,5,1,408,0,1043,1,1,-1.8,93.45,-47.86,1.21,4879.83,1.0
12104,26,9,1,5,1,2,1,0,5,1,73,0,1046,0,0,-1.8,92.52,-47.3,1.28,4997.11,0.0
12105,47,2,2,2,0,2,1,1,5,5,4659,0,8,2,0,1.1,87.68,-36.28,2.9,5182.07,0.0
12106,28,1,1,5,1,1,1,0,7,3,1198,2,182,6,2,1.4,95.2,-50.88,2.98,5320.46,0.0
12107,44,2,2,3,0,2,1,1,5,2,2057,1,542,6,0,1.1,97.96,-28.78,4.0,5315.09,0.0
12108,32,1,1,6,1,2,1,1,6,1,102,0,979,0,0,-1.7,93.39,-37.88,0.71,4861.81,0.0
12109,42,2,1,5,1,1,1,1,5,3,296,0,967,0,0,1.1,89.67,-38.0,5.05,5336.34,0.0
12110,26,1,1,4,0,2,1,0,5,4,822,2,37,6,2,-1.8,93.49,-38.66,3.81,5401.09,0.0
12111,33,5,2,6,1,1,1,0,8,2,2955,1,71,2,2,1.4,94.03,-33.23,2.88,5247.75,0.0
12112,27,10,1,0,1,2,1,1,6,4,171,8,1046,0,0,1.4,90.11,-41.42,4.84,5337.89,0.0
12113,46,8,2,5,0,2,1,0,7,3,4448,1,790,2,0,1.4,88.03,-41.18,3.67,5380.88,0.0
12114,32,2,2,5,0,1,1,1,5,2,25,5,1026,0,0,-1.8,97.53,-44.81,1.28,5303.06,0.0
12115,32,7,2,6,1,2,1,1,5,2,128,0,626,6,0,1.1,95.98,-31.82,1.41,4970.73,0.0
12116,30,1,2,6,1,1,2,0,4,3,401,1,958,1,1,-1.8,94.19,-47.33,1.48,4956.32,0.0
12117,33,1,2,5,0,2,1,0,7,5,391,1,1037,0,0,1.4,92.03,-44.1,5.09,5123.53,0.0
12118,32,1,1,6,1,2,1,1,5,2,155,1,1001,0,0,1.1,96.53,-36.69,4.89,5222.14,0.0
12119,53,4,2,7,1,1,1,1,6,1,401,2,1038,0,0,1.4,94.46,-43.38,4.84,5222.87,0.0
12120,56,10,1,6,1,2,1,0,5,4,4909,0,898,6,1,-1.8,96.33,-29.15,3.22,4784.47,0.0
12121,27,2,1,4,1,2,1,0,7,1,410,0,1011,0,0,1.4,91.1,-42.65,4.98,5233.32,0.0
12122,63,10,0,7,0,0,0,0,8,3,1356,13,981,6,0,-1.8,90.01,-28.26,2.82,5016.47,0.0
12123,34,10,3,7,1,2,1,0,7,3,2312,0,550,6,1,1.4,91.2,-43.63,4.82,5045.33,0.0
12124,43,1,2,6,0,2,1,0,8,3,2673,8,805,5,0,1.4,96.6,-48.98,2.12,5191.74,0.0
12125,47,10,1,5,1,2,2,1,5,5,4619,1,709,2,1,1.1,94.72,-33.53,0.62,5427.75,0.0
12126,38,8,2,5,0,2,1,1,6,1,24,6,985,0,0,1.4,96.73,-41.17,4.93,5123.53,0.0
12127,30,1,2,5,1,2,2,1,5,5,299,0,1031,0,0,1.1,89.57,-35.48,4.7,4978.16,0.0
12128,27,1,1,6,1,1,1,1,5,3,254,2,991,0,0,1.1,93.14,-37.89,4.89,5294.82,0.0
12129,24,2,1,4,1,2,1,0,7,1,3197,7,925,3,0,1.4,95.41,-40.87,2.61,5102.09,0.0
12130,31,1,1,6,1,2,1,0,7,2,85,2,987,0,0,1.4,97.58,-42.7,5.11,5055.57,0.0
12131,37,2,3,4,0,1,1,0,5,3,477,1,968,0,0,-1.8,91.59,-46.43,1.34,5226.57,0.0
12132,43,10,3,6,1,2,1,0,11,3,356,1,990,0,0,-0.1,92.36,-42.63,4.22,5060.7,0.0
12133,28,8,1,5,1,1,1,0,7,1,3386,3,447,5,2,1.4,98.29,-31.87,3.93,5026.75,1.0
12134,39,2,2,4,1,1,1,1,5,2,315,0,1048,0,0,1.1,90.14,-37.89,4.75,5206.57,0.0
12135,35,1,3,5,1,1,1,0,5,5,10,8,1036,1,1,-1.8,92.8,-48.27,1.36,5114.39,0.0
12136,23,7,2,4,1,0,2,0,7,3,256,7,991,1,1,-0.1,89.84,-43.76,4.05,5034.73,1.0
12137,40,1,2,6,0,2,1,1,6,1,396,0,1008,0,0,1.4,91.06,-40.88,4.92,5207.18,0.0
12138,23,8,1,5,1,1,1,0,4,2,2831,0,892,5,2,-1.8,94.26,-26.61,4.36,5023.53,1.0
12139,32,5,0,4,2,1,0,1,4,2,130,39,962,1,1,-1.8,90.74,-48.08,1.42,4935.92,0.0
12140,40,1,3,5,1,2,1,0,7,2,189,6,992,0,0,1.4,95.89,-41.16,5.14,4992.83,0.0
12141,32,1,1,0,1,2,1,0,5,4,165,0,985,1,1,-1.8,94.65,-47.86,1.37,5073.6,0.0
12142,36,1,2,5,1,2,1,1,5,3,164,2,982,0,0,1.1,90.32,-36.94,4.86,5274.05,0.0
12143,30,7,1,6,1,1,1,1,6,4,2088,0,256,1,2,1.4,92.89,-49.17,0.89,4805.8,0.0
12144,25,5,1,7,1,1,2,0,11,3,3667,39,533,3,1,1.4,89.95,-39.09,1.48,5306.54,0.0
12145,39,8,1,5,1,2,1,1,5,3,2488,1,155,3,0,1.1,91.0,-36.61,1.21,5101.57,0.0
12146,38,10,3,7,1,2,1,0,4,4,823,1,1017,0,0,-1.8,92.33,-46.44,1.38,5094.0,1.0
12147,38,5,2,6,1,1,1,0,11,2,137,2,992,1,1,-0.1,88.91,-43.0,4.07,5289.32,0.0
12148,38,8,2,5,0,2,1,1,6,2,3742,3,690,5,0,1.4,90.61,-33.92,0.71,5212.5,0.0
12149,40,10,2,5,1,2,1,1,5,3,816,0,1013,0,0,1.1,91.36,-36.47,4.75,5325.96,1.0
12150,39,3,2,5,1,1,1,0,4,5,215,2,1021,0,0,-1.8,97.35,-46.2,1.41,4879.83,0.0
12151,31,8,1,6,1,1,1,0,5,1,3398,2,255,3,2,-1.8,90.63,-42.94,4.68,5151.85,1.0
12152,27,1,1,5,1,1,1,0,5,5,2635,2,311,0,1,-1.8,93.82,-51.46,1.76,4991.45,0.0
12153,36,10,1,5,1,1,1,0,8,4,458,6,1018,0,0,1.4,95.12,-36.13,5.07,5353.57,0.0
12154,29,8,1,5,1,2,1,0,11,4,4978,0,706,1,0,-0.1,94.87,-34.87,2.91,5406.28,0.0
12155,31,1,2,5,1,2,1,0,5,1,167,2,1014,0,0,-1.8,96.42,-48.0,1.23,5150.09,0.0
12156,35,10,2,5,1,2,1,1,11,3,1036,2,971,2,2,-0.1,90.88,-35.4,0.88,4811.69,0.0
12157,48,8,2,5,0,2,1,1,5,2,180,0,261,6,2,1.1,91.91,-28.01,2.24,5289.84,0.0
